index,brand,sum_correct_recall,n_attempts,sum_incorrect_recall,recall_percentage,hit_count,false_alarm_count,correct_rejection_count,miss_count,total_old,total_new,hit_rate,false_alarm_rate,correct_rejection_rate,miss_rate,accuracy_correct,accuracy_incorrect,overall_accuracy,hits_fas,d_prime,Ease of Spelling (NLP),Frequency (NLP),Type Token Ratio (NLP),Automated Readability Index (NLP),Flesch Reading Ease (NLP),Flesch Kincaid Grade Level (NLP),Coleman Liau Index (NLP),Age of Acquisition (NLP),Orthographic Neighborhood Size (NLP),Orthographic Levenshtein Distance (NLP),Phonological Levenshtein Distance (NLP),Phonological Neighborhood Size (NLP),Length,Pronoun We (HR),Pronoun You (HR),Alliteration (HR),Prevalence (NLP),Arousal (HR),Arousal (NLP),Valence (HR),Valence (NLP),Dominance (NLP),Dominance (HR),Liking (HR),Concreteness (HR),Concreteness (NLP),Imageability (HR),Imageability (NLP),Slogan Brand Functional Fit (HR),Slogan Brand Personality Fit (HR),Slogan Brand Fit 1 (LLM),Slogan Brand Fit 2 (LLM),Creativity (HR),Humor (HR),Humor (NLP),Surprise (NLP),Closest Slogan Similarity (LLM),Wordplay (HR),Metaphor (HR),Distinctiveness Within Category (HR),Distinctiveness in General (HR),Distinctiveness (LLM),Slogan Semantic Density (LLM),Hyperbole (HR),Closest Brand Similarity (LLM)
We mean clean,Bissell,3,189,186,0.015873016,146,17,165,43,189,182,0.7724867724867724,0.093406593,0.9065934065934066,0.2275132275132275,311,60,0.8382749326145552,0.679080179,2.0491880254710813,7.333333333333333,6.043850014422617,-1,2.66,119.19000000000004,2.619999999999999,4.4,-4.31,23.33333333333333,-1.1,-1,73.66666666666667,3,1,0,1,2.270074898802599,4.052631578947368,4.691000000000001,2.888888888888889,4.832,5.15,5.222222222222222,4.5,4.9,2.8833333333333333,5.3,4.103,6.2631578947368425,5.733333333333333,1.033153996,0.777490343,3.3684210526315788,2.45,1.995045732,7.974328092,0.148902231,0,0,3.111111111111111,3.333333333333333,0.120684965,0.580969712,0,0.129406108
We protect your home 24/7,SimpliSafe,4,198,194,0.02020202,166,21,159,32,198,180,0.8383838383838383,0.1166666666666666,0.8833333333333333,0.1616161616161616,325,53,0.8597883597883598,0.7217171717171716,2.162002770926253,7,6.1243555302323465,-1,-0.852,100.24000000000002,-0.52,-1.48,-4.95,20.75,-1.15,-1.5625,55.75,5,1,1,0,2.331233451221322,3.733333333333333,5.3925,3.176470588235294,7.138,6.416,3.4375,3.823529411764706,4.823529411764706,3.1049999999999995,4.764705882352941,4.5135000000000005,6.176470588235294,5.647058823529412,1.087536974,0.812419916,2.75,1.2941176470588236,2,7.966487192,0.120009518,0,0,2.066666666666667,2,0.128228082,0.561135663,0,0.156758818
We prove our promises,RoC,1,179,178,0.005586592,89,23,176,90,179,199,0.4972067039106145,0.1155778894472361,0.8844221105527639,0.5027932960893855,265,113,0.701058201,0.3816288144633783,1.1806143506077371,7.25,5.5007430037511735,-1,-1.765,54.72500000000002,-6.62,-2.9,-5.743333333,21.25,-1.2375,-1.9,37.75,4,1,0,1,2.216977985270173,3.090909090909091,4.588,3,5.824,5.657,5.384615384615385,3.230769230769231,2.4615384615384617,2.293333333333333,2.5384615384615383,2.457,4.25,4.181818181818182,1.012005155,0.750253596,2.6923076923076925,1.7692307692307692,,7.903091372,0.136742722,0,0,3.75,3.411764705882353,0.123890541,0.5589345,0,0.187741177
We see your financial life in total,Merrill Lynch,2,171,169,0.011695906,105,17,193,66,171,210,0.6140350877192983,0.080952381,0.919047619,0.3859649122807017,298,83,0.7821522309711286,0.5330827067669173,1.673693585526851,7,5.974039436304632,-1,-1.582857143,78.87285714285717,-3.997142857,-4,-5.681428571,23.285714285714285,-1.278571429,-1.578571429,53.71428571428572,7,1,1,0,2.324589606,4.0625,5.426500000000001,2.5,6.2085,5.345000000000001,5.176470588235294,3.611111111111111,3.647058823529412,2.81,3.7222222222222223,3.455,5.294117647058823,5.705882352941177,1.040957463,0.76908025,3.5,1.7222222222222223,2.27348458,8.169139312,0.160093533,0,0,2.6923076923076925,3.692307692307693,0.130782156,0.584866272,0,0.128636993
We serve,Terminix,0,191,191,0,140,30,165,51,191,195,0.7329842931937173,0.1538461538461538,0.8461538461538461,0.2670157068062827,305,81,0.7901554404145078,0.5791381393475634,1.6308335342470783,7.5,5.766480608366379,-1,3.945,120.205,3.01,10.3,-6.105,25.5,-1.1,-1.1,77,2,1,0,0,2.2883311408953664,3.5,4.571,2.631578947368421,4.829,3.629,4.888888888888889,3.523809523809524,3.238095238095238,3.43,3.142857142857143,4.235,3.3529411764705883,4,0.983754115,0.757610358,2.55,1.9047619047619049,2.235294118,5.857093867,0.104148704,0,0,3.0869565217391304,3.6,0.112531339,0.52019401,0,0.126575267
We the bold,USA Network,5,185,180,0.027027027,120,29,164,65,185,193,0.6486486486486487,0.1502590673575129,0.8497409326424871,0.3513513513513513,284,94,0.7513227513227513,0.4983895812911357,1.4071513313705597,7.333333333333333,6.100373643443966,-1,5.800000000000001,119.19000000000004,2.619999999999999,8.266666666666664,-6.076666667,29.666666666666668,-0.95,-1.4,61,3,1,0,0,2.3360330277788925,4.173913043478261,5.594,2.217391304347826,6.152,7.118,5.090909090909091,3.130434782608696,2,2.313333333333333,2.9565217391304346,4.121,4.2,4,0.99778842,0.76354866,3.0869565217391304,1.5,,6.547172282,0.086392944,0,0,4.117647058823529,3.615384615384616,0.109719362,0.530349558,0,0.066905107
We try harder,Avis,33,190,157,0.1736842105263158,111,42,163,79,190,205,0.5842105263157895,0.2048780487804878,0.7951219512195122,0.4157894736842105,274,121,0.6936708860759494,0.3793324775353017,1.030835980956722,7.666666666666667,5.704230921189964,-1,2.66,90.99000000000004,-1.313333333,4.4,-4.24,22.666666666666668,-1.1,-1.216666667,54.333333333333336,3,1,0,0,2.344157774315174,4.375,,2.625,,,5.928571428571429,3.6666666666666665,3.5625,2.4333333333333336,4.25,,3.7222222222222223,4.611111111111111,1.000386223,0.753267725,3.1875,1.9375,2.05,5.28986172,0.097250752,0,0,3,2.611111111111111,0.107955001,0.521497398,0,0.160058671
We want you to know,Aetna,0,177,177,0,63,23,162,114,177,185,0.3559322033898305,0.1243243243243243,0.8756756756756757,0.6440677966101694,225,137,0.6215469613259669,0.2316078790655061,0.7766622421433123,7.2,7.0254960071289005,-1,4.800000000000001,117.16000000000004,1.84,4.319999999999999,-4.4,29,-1.02,-0.9,84.6,5,1,1,0,2.354385775370397,4.266666666666667,5.129,2.625,6.594,7.097,4.5,3.0625,2.875,2.47,3.3125,2.469,3.071428571428572,3.8125,0.98853587,0.745592631,2.5,2,1.931722689,4.214423338,0.126163104,0,0,3.176470588235294,3.391304347826087,0.117985931,0.555112992,0,0.122816943
We'll leave the light on for you,Motel 6,90,190,100,0.4736842105263157,165,25,150,25,190,175,0.868421053,0.1428571428571428,0.8571428571428571,0.131578947,315,50,0.863013699,0.7255639097744362,2.168581615511715,7,6.601446874393656,-1,0.4357142857142833,115.13000000000002,1.0599999999999987,-0.685714286,-4.393333333,21.714285714285715,-1.114285714,-1.071428571,55.285714285714285,7,1,1,0,2.380337966801648,3.6666666666666665,5.116,3.333333333333333,6.9765,5.709,5.45,5.05,4.4,2.927142857142857,5.1,4.9765,5.9375,5.6875,1.016374986,0.754653506,4.8,2.2,1.869565217,5.794791662,0.138628124,0,1,2.5384615384615383,3.590909090909091,0.129249445,0.556391624,0,0.117009797
We'll miss you,Shoney's,1,184,183,0.005434783,132,16,176,52,184,192,0.717391304,0.083333333,0.9166666666666666,0.2826086956521739,308,68,0.8191489361702128,0.6340579710144927,1.940684934121205,7.333333333333333,6.588562301,-1,1.09,119.19000000000004,2.619999999999999,4.4,-5.34,13.666666666666666,-1.283333333,-0.8,74,3,1,1,0,2.3938815131405096,2.588235294117647,4.576,3.210526315789474,6.765,5.485,3.8125,2.555555555555556,2.7222222222222223,3.3266666666666667,3.294117647058824,4.265,3.333333333333333,4.25,1.014585551,0.766100305,2.055555555555556,1.3529411764705883,2.275862069,5.155047084,0.145422775,0,0,3.65,3.2142857142857144,0.123371921,0.580490494,0,0.113514814
We'll pick you up,Enterprise,52,195,143,0.2666666666666666,155,21,155,40,195,176,0.7948717948717948,0.1193181818181818,0.8806818181818182,0.2051282051282051,310,61,0.8355795148247979,0.6755536130536131,1.985835999581792,7.25,6.489347652437928,-1,2.9450000000000003,118.175,2.229999999999998,4.349999999999998,-4.176666667,17.5,-1.2,-0.8875,59.5,4,1,1,0,2.4400419515478777,4.173913043478261,4.601666666666667,2.590909090909091,6.187,5.674,5.045454545454546,4.217391304347826,3.8260869565217392,3.7725,4.043478260869565,4.494666666666666,5.789473684210527,5.944444444444445,1.019310698,0.762778779,3.0434782608695654,1.8695652173913044,2.090909091,5.568534892,0.137884501,0,1,3.7777777777777777,3.4375,0.131646463,0.55493983,0,0.146915951
We're cooking now,Denny's,0,180,180,0,115,28,180,65,180,208,0.6388888888888888,0.1346153846153846,0.8653846153846154,0.3611111111111111,295,93,0.7603092783505154,0.5042735042735043,1.4502458255205777,7,5.711202742281728,-1,-3.62,90.99000000000004,-1.313333333,-1.4,-5.175,15.333333333333334,-1.433333333,-1.216666667,35,3,1,0,0,2.3033002014849906,5.318181818181818,,2.652173913043478,,,5.2727272727272725,4.130434782608695,4.130434782608695,2.3833333333333333,4.043478260869565,,5.1875,5.684210526315789,1.048961373,0.785716932,2.9565217391304346,2.217391304347826,1.941176471,7.734760978,0.136607169,0,1,2.952380952380953,2.263157894736842,0.121419872,0.551957002,0,0.104822431
We're different here,Mamba,1,189,188,0.005291005,109,36,146,80,189,182,0.5767195767195767,0.1978021978021978,0.8021978021978022,0.4232804232804232,255,116,0.6873315363881402,0.378917379,1.0360519115448348,6.666666666666667,6.0653316,-1,-8.33,62.79000000000002,-5.246666667,-7.2,-4.62,10,-1.65,-1.716666667,24,3,1,0,0,2.356896403054433,4.529411764705882,,1.9411764705882355,,,5.235294117647059,3.588235294117647,2.647058823529412,2.1933333333333334,3.3529411764705883,,3,4.714285714285714,1.001853945,0.756404756,3.3529411764705883,1.7647058823529411,,7.669114822,0.116140338,0,0,3.619047619047619,2.6956521739130435,0.112294941,0.529835082,0,0.164592864
We're here to improve lives,Affirm,1,195,194,0.005128205,127,50,124,68,195,174,0.6512820512820513,0.2873563218390804,0.7126436781609196,0.3487179487179487,251,118,0.6802168021680217,0.3639257294429708,0.9442612343757047,6.8,5.856752956588725,-1,-2.736,100.24000000000002,-0.52,-3.8,-5.053333333,18.4,-1.33,-1.38,35.2,5,1,0,0,2.188832937,3.65,5.429,3.571428571428572,6.941,6.143,4.15,4.15,4,1.995,3.85,2.714,4.882352941176471,4.833333333333333,1.046004775,0.788554253,2.9,1.45,,6.026269236,0.088644408,0,0,3.5217391304347827,2.857142857142857,0.104250413,0.464507919,0,0.185339127
We're in business to save our home planet,Patagonia,6,212,206,0.028301887,159,18,163,53,212,181,0.75,0.099447514,0.9005524861878453,0.25,322,71,0.8193384223918575,0.6505524861878453,1.9430159331836188,7,5.987764519332135,-1,-2.5875,82.39000000000001,-3.755,-4.425,-5.062857143,21,-1.24375,-1.49375,30.5,8,1,0,0,2.248956546002119,4.722222222222222,4.870666666666667,2.4705882352941178,6.489666666666667,5.495666666666668,4.882352941176471,3.888888888888889,3.9444444444444446,2.79875,4.277777777777778,5.420333333333335,4.944444444444445,5.684210526315789,1.069894429,0.808658811,3.411764705882353,1.9411764705882355,2.079423043,6.361393092,0.138437024,0,0,4.533333333333333,4.066666666666666,0.115017516,0.542562998,0,0.120349471
We're ramen you can rely on. Every bowl. Every bite.,Maruchan Instant Lunch,35,205,170,0.1707317073170731,191,10,164,14,205,174,0.9317073170731708,0.057471264,0.942528736,0.068292683,355,24,0.9366754617414248,0.8742360527053546,3.0276784264038943,7,5.742068768763743,-0.909090909,-3.823,61.32500000000002,-7.19,-3.86,-4.78,18,-1.23,-1.322222222,45.55555555555556,10,1,1,0,2.318487851720843,3.9,3.788,2.611111111111111,5.718,5.350666666666666,5.25,4.45,5.35,3.2433333333333336,4.8,3.9333333333333336,4.666666666666667,5,1.098583706,0.82620079,3.95,2,2.335907336,8.669006471,0.156552482,0,0,4.3125,4.533333333333333,0.129770131,0.586637015,0,0.153178669
We're real cheese people,Sargento,46,186,140,0.2473118279569892,176,17,187,10,186,204,0.946236559,0.083333333,0.9166666666666666,0.053763441,363,27,0.9307692307692308,0.8629032258064516,2.957798434357519,6.75,5.624748478707572,-1,-5.2975,97.025,-0.72,-5.8,-4.266666667,10.25,-1.575,-1.2,43.5,4,1,0,0,2.2813833718703926,4.35,5.422999999999999,2.1,6.245666666666668,5.322333333333333,3.95,4.6,4.3,3.375,4.95,5.326333333333333,5.428571428571429,5.882352941176471,1.046349225,0.780796183,4.2105263157894735,2.95,2.506313131,8.026262495,0.141239898,0,0,3,3.4615384615384617,0.128855662,0.564351342,0,0.15395579
We've got you under our wing,Aflac,13,186,173,0.069892473,158,26,175,28,186,201,0.8494623655913979,0.1293532338308457,0.8706467661691543,0.1505376344086021,333,54,0.8604651162790697,0.7201091317605521,2.146959488528662,7.333333333333333,5.421910677367374,-1,0.375,87.94500000000002,-2.483333333,-0.533333333,-4.845,21.33333333333333,-1.166666667,-1.183333333,44.4,6,1,1,0,2.3977777848927007,2.6875,4.1625,3,4.8875,4.629,2.9411764705882355,3.4705882352941178,3.117647058823529,3.264,3.3529411764705883,5.140499999999999,5.260869565217392,5.777777777777778,1.001008487,0.758605785,3.4705882352941178,2.117647058823529,2.28,6.180775226,0.093165377,0,1,3.3846153846153846,3.3684210526315788,0.112405961,0.52199008,0,0.13443441
Wear the pants,Dockers,7,203,196,0.034482759,160,10,174,43,203,184,0.7881773399014779,0.054347826,0.9456521739130436,0.2118226600985221,334,53,0.8630490956072352,0.7338295138145213,2.3778419811202243,7,5.758411144541962,-1,1.09,119.19000000000004,2.619999999999999,2.4666666666666632,-3.946666667,20.666666666666668,-1.05,-1.733333333,28.33333333333333,3,0,0,0,2.2845094022265457,4.0625,,2.0625,,,5.1875,4.235294117647059,4.588235294117647,3.3000000000000003,4.647058823529412,,4.944444444444445,4.947368421052632,1.085372978,0.817569713,4.294117647058823,3.117647058823529,2.072592593,4.64658345,0.151458278,0,0,4.2105263157894735,3.875,0.119081304,0.573741486,0,0.148365603
Wellness that works,Weight Watchers,4,191,187,0.020942408,141,39,148,50,191,187,0.7382198952879581,0.2085561497326203,0.7914438502673797,0.2617801047120419,289,89,0.7645502645502645,0.5296637455553377,1.4401121735777158,6.333333333333333,4.934688681123891,-1,-6.76,90.99000000000004,-1.313333333,-7.2,-7.79,10,-1.416666667,-1.733333333,16,3,0,0,1,2.4300606718516486,4.7368421052631575,,3.35,,,5.6,4.65,4.15,2.4433333333333334,4.4,,5.1875,5.285714285714286,1.098553294,0.845802301,3.631578947368421,2,,6.271003992,0.134254875,0,0,3.466666666666667,3,0.11231724,0.56451754,0,0.150018995
What are you hungry for?,Stouffer's,1,195,194,0.005128205,124,28,156,71,195,184,0.6358974358974359,0.1521739130434782,0.8478260869565217,0.3641025641025641,280,99,0.7387862796833773,0.4837235228539576,1.3648683592727855,7.2,6.610851499322737,-1,0.09,100.24000000000002,-0.52,-0.32,-4.0575,24.8,-1.12,-1.38,42.4,5,0,1,0,2.4393538822787075,4.379310344827586,,5.6875,,,5.387096774193548,3.733333333333333,4.322580645,2.5200000000000005,4,,5.28125,5.375,1.048198294,0.776710149,2.5161290322580645,2.3225806451612905,,6.897830401,0.118285679,0,0,2.71875,3.1875,0.144223087,0.56689749,0,0.140979941
What matters most,Chase,1,172,171,0.005813953,109,75,136,63,172,211,0.6337209302325582,0.3554502369668246,0.6445497630331753,0.3662790697674418,245,138,0.639686684,0.2782706932657335,0.708488316,7.333333333333333,5.687345692774474,-1,-3.62,90.99000000000004,-1.313333333,-3.333333333,-3.86,16,-1.166666667,-1.266666667,27,3,0,0,0,2.511109051004988,3.842105263157895,4.667,2.857142857142857,5.706,5.563,5.45,3.9047619047619047,2.380952380952381,2.19,3.0476190476190474,3.063,4.384615384615385,4.6875,1.045314308,0.781982208,2.95,1.5714285714285714,,3.917655399,0.108792225,0,0,2.823529411764706,3,0.120372565,0.546799336,0,0.145300157
What will you do with all that freedom?,Logitech,0,192,192,0,148,20,166,44,192,186,0.7708333333333334,0.1075268817204301,0.8924731182795699,0.2291666666666666,314,64,0.8306878306878307,0.6633064516129032,1.965492450383321,7.25,6.601329684275239,-1,-1.41,103.54,-0.805,-2.975,-5.075,21.75,-1.15,-1.21875,53.5,8,0,1,0,2.428435940136522,3.75,5.4125,2.7222222222222223,7.013999999999999,6.577,5.5,3.888888888888889,3.2777777777777777,2.42,4.611111111111111,3.199,3.619047619047619,4.571428571428571,0.993158466,0.722720328,4.333333333333333,2.388888888888889,2.0884451496666667,9.157815553,0.162895769,0,0,4.6,4.476190476190476,0.14481653,0.609116096,0,0.133900423
What you crave,White Castle,19,182,163,0.1043956043956044,124,29,173,58,182,202,0.6813186813186813,0.1435643564356435,0.8564356435643564,0.3186813186813186,297,87,0.7734375,0.5377543248830378,1.5253336373945383,7,5.978300068070378,-1,1.09,119.19000000000004,2.619999999999999,2.4666666666666632,-5.793333333,18.666666666666668,-1,-1,47.66666666666666,3,0,1,0,2.426398783499008,4.578947368421052,,2.4,,,5.2631578947368425,3.3684210526315788,3.9,2.876666666666667,3.888888888888889,,5.391304347826087,5.055555555555555,1.034308341,0.783807655,3.25,1.95,,7.338102212,0.118285679,0,0,2.7857142857142856,3.3157894736842106,0.121507107,0.560317953,0,0.133824585
"What you're made of, we're made for",USAA,11,176,165,0.0625,111,32,165,65,176,197,0.6306818181818182,0.1624365482233502,0.8375634517766497,0.3693181818181818,276,97,0.739946381,0.46824527,1.3092822301725295,7.142857142857143,5.980259350278082,-0.777777778,-1.582857143,115.13000000000002,1.0599999999999987,-1.514285714,-4.266666667,19.142857142857142,-1.314285714,-0.985714286,48.833333333333336,7,1,1,0,2.3540158913606235,3.9444444444444446,,1.8333333333333333,,,5.166666666666667,4.055555555555555,3.2222222222222223,1.97,2.888888888888889,,4.666666666666667,4.888888888888889,1.001113112,0.748969559,3.555555555555556,2.2222222222222223,,6.880123045,0.143517728,0,1,3.4166666666666665,3.95,0.113702777,0.560876537,0,0.124489111
What'll you have,Pabst Blue Ribbon,6,196,190,0.030612245,105,15,169,91,196,184,0.5357142857142857,0.081521739,0.9184782608695652,0.4642857142857143,274,106,0.7210526315789474,0.4541925465838509,1.469248064877528,7,7.205129887134634,-1,-2.05,90.99000000000004,-1.313333333,0.5333333333333332,-4.035,16.333333333333332,-1.633333333,-1.066666667,58.5,3,0,1,0,2.4569470578104253,3.3684210526315788,4.438,1.5263157894736843,6.059,6.455,5.2105263157894735,3.263157894736842,2.8421052631578947,3.1450000000000005,3.526315789473684,2.971,4.230769230769231,4.833333333333333,1.028413537,0.772401851,3.5789473684210527,2.421052631578948,,7.12366764,0.165486437,0,0,3.6818181818181817,3.142857142857143,0.136265684,0.598716499,0,0.105314427
What's better than getting more of more and less of less?,Embassy Suites,0,191,191,0,142,18,184,49,191,202,0.743455497,0.089108911,0.9108910891089108,0.256544503,326,67,0.8295165394402035,0.6543465864911099,1.983914446,7,5.847728122103664,-0.75,-4.194545455,95.68818181818185,-2.645454545,-5.236363636,-4.528571429,20.90909090909091,-1.127272727,-1.231818182,34.72727272727273,11,0,0,0,2.3637541596068705,4.066666666666666,,2.1333333333333333,,,4.642857142857143,3.1333333333333333,2.333333333333333,2.081,3.1333333333333333,,4,4.538461538461538,0.972930575,0.71327733,3.066666666666667,2.2666666666666666,,6.828358554,0.168076886,0,0,5.05,4.478260869565218,0.141424852,0.604244505,0,0.097256699
What's in your wallet?,Capital One Bank,113,204,91,0.553921569,185,10,166,19,204,176,0.9068627450980392,0.056818182,0.9431818181818182,0.093137255,351,29,0.9236842105263158,0.8500445632798574,2.8703481958875163,6.75,5.365141215251901,-1,-2.9425,97.025,-0.72,-1.45,-4.56,15.25,-1.45,-1.4875,21.25,4,0,1,0,2.338065151,4.666666666666667,5.03,1.9047619047619049,5.313,4.71,4.9523809523809526,4.619047619047619,5.285714285714286,3.393333333333333,5.238095238095238,6.759,5.681818181818182,5.25,1.021706177,0.761367941,4.476190476190476,2.7142857142857144,2.029411765,6.174822366,0.178677745,0,0,3.411764705882353,2.15,0.1446913,0.623658969,0,0.11756467
What's inside matters,Maytag,3,194,191,0.015463918,150,49,141,44,194,190,0.7731958762886598,0.2578947368421053,0.7421052631578947,0.2268041237113402,291,93,0.7578125,0.5153011394465545,1.3907009830862511,7,4.384682414,-1,-9.9,62.79000000000002,-5.246666667,-9.133333333,-4.77,3.6666666666666665,-1.916666667,-1.633333333,7.333333333333333,3,0,0,0,2.575829304,4.315789473684211,,3,,,5.277777777777778,3.952380952380953,2.8,3.67,3.809523809523809,,5.153846153846154,5.235294117647059,1.00654493,0.757909392,3.523809523809524,1.7142857142857142,,8.737116159,0.11800364,0,1,3.85,2.6,0.116977498,0.556083187,0,0.120287877
Whatever floats your boat,Joe's Crab Shack,2,197,195,0.010152284,155,19,169,42,197,188,0.7868020304568528,0.10106383,0.89893617,0.2131979695431472,324,61,0.8415584415584415,0.6857382006696188,2.054070205393379,6.75,5.120391066602387,-1,-6.475,75.87500000000001,-3.67,-8.7,-4.693333333,10.5,-1.525,-2.0625,29.75,4,0,1,0,2.3051314882527087,4.529411764705882,4.642,2.4705882352941178,5.776,5.46,5.388888888888889,4.0588235294117645,3.7777777777777777,2.92,3.882352941176471,6.823,4.714285714285714,5.75,1.020591487,0.770030228,2.888888888888889,3.111111111111111,2.536585366,6.651198146,0.136768836,0,1,4.75,3.136363636363636,0.121573912,0.572329014,0,0.12102103
"When hunger hits, it takes a Mix-A-Lot",Chex,11,187,176,0.058823529,168,11,176,19,187,187,0.8983957219251337,0.058823529,0.9411764705882352,0.1016042780748663,344,30,0.9197860962566844,0.839572193,2.8056413080997613,6.833333333333333,5.672204354492062,-0.888888889,-3.601428571,90.95857142857145,-2.311428571,-4,-4.3975,14.5,-1.741666667,-1.575,30.666666666666668,7,0,0,0,2.2754316554540126,3.3793103448275863,,5.1875,,,4.451612903225806,3.2,4.225806451612903,2.2925000000000004,4,,4.65625,5,1.042618519,0.784741463,3.838709677419355,2.967741935483871,1.923076923,7.414754313,0.143417518,0,0,3.96875,4.5,0.13379271,0.576731352,0,0.145831374
"When life comes with cuts, we come prepared",Neosporin,3,188,185,0.015957447,150,10,176,38,188,186,0.7978723404255319,0.053763441,0.946236559,0.20212766,326,48,0.8716577540106952,0.7441088995653169,2.416406603427856,7.25,5.791464024717825,-1,-3.765,103.54,-0.805,-5.875,-4.586,18.75,-1.13125,-1.46875,42.875,8,1,0,0,2.329193288798605,4.421052631578948,6.735,2.210526315789474,7.303,6.235,5.421052631578948,4.105263157894737,3.8947368421052633,2.347142857142857,4,3.061,5.611111111111111,5.4375,1.035370857,0.776512551,4.2631578947368425,2.5,2.4318996415000003,7.972565192,0.160919236,0,0,4.125,4.294117647058823,0.115476767,0.584342968,0,0.122370969
When quality counts,Great Value,0,184,184,0,99,46,156,85,184,202,0.5380434782608695,0.2277227722772277,0.7722772277227723,0.4619565217391304,255,131,0.6606217616580311,0.3103207059836418,0.8369207982576008,6.666666666666667,4.902787701,-1,-6.76,62.79000000000002,-5.246666667,-7.2,-6.51,7.333333333333333,-1.566666667,-2.05,23.666666666666668,3,0,0,0,2.250549828963813,3.294117647058824,5.441,3.2777777777777777,7.324,5.971,4.1875,4,3.333333333333333,1.89,3.0588235294117645,3.6,5.266666666666667,5.05,1.09555346,0.835221349,3.294117647058824,1.7894736842105263,,7.729598893,0.101657027,0,0,2.6153846153846154,2.6818181818181817,0.10905297,0.503072333,0,0.103424596
"When the mountains turn blue, it's as cold as the rockies",Coors Light,84,183,99,0.4590163934426229,163,14,197,20,183,211,0.8907103825136612,0.066350711,0.933649289,0.1092896174863388,360,34,0.9137055837563453,0.8243596716131872,2.706890135,7.090909090909091,5.633126980581869,-0.833333333,-4.194545455,95.68818181818185,-2.645454545,-5.236363636,-4.49875,20.09090909090909,-1.245454545,-1.527272727,26.09090909090909,11,0,0,0,2.180733843427761,4.363636363636363,5.028666666666667,1.9565217391304348,5.066,4.800333333333334,5.545454545454546,4.391304347826087,4.3478260869565215,2.23,5.043478260869565,6.206,5.666666666666667,5.44,1.034827057,0.765166185,4.391304347826087,2.772727272727273,2.1239051576666665,6.356997508,0.186529377,0,1,4.333333333333333,4.777777777777778,0.139502094,0.628363707,0,0.04164228
When there is no tomorrow,FedEx,6,194,188,0.030927835,102,27,164,92,194,191,0.5257731958762887,0.1413612565445026,0.8586387434554974,0.4742268041237113,266,119,0.6909090909090909,0.3844119393317861,1.1302400952804494,7.2,6.440194715957065,-1,-0.852,83.32000000000004,-2.88,-2.64,-4.35,17.4,-1.41,-1.45,46.6,5,0,0,0,2.231128255753952,3.45,,3,,,4.666666666666667,2.619047619047619,2.3,1.976,2.9047619047619047,,4.793103448275862,4.65,1.009980175,0.752358558,3.095238095238096,1.809523809523809,,4.32513045,0.15940072,0,0,4.7368421052631575,3.5384615384615383,0.126105305,0.57976247,0,0.138184078
When you care enough to send the very best,Hallmark,65,197,132,0.3299492385786802,141,23,144,56,197,167,0.7157360406091371,0.1377245508982036,0.8622754491017964,0.2842639593908629,285,79,0.782967033,0.5780114897109335,1.6478648228912474,7.111111111111111,6.343451199,-1,-0.863333333,94.3,-2.342222222,-2.822222222,-4.866666667,23.77777777777778,-1.083333333,-1.238888889,50.66666666666666,9,0,1,0,2.318374441249526,4.6,5.058666666666666,3.5,7.117,6.0263333333333335,5.7368421052631575,4.857142857142857,3.8,2.008888888888889,4.714285714285714,3.2823333333333333,6.227272727272728,5.888888888888889,1.057584879,0.793000108,3.761904761904762,1.9523809523809523,2.088235294,6.478175004,0.137945237,0,0,3.3529411764705883,3.3157894736842106,0.115961722,0.555005482,0,0.140109399
When you're crazy for chicken,El Pollo Loco,10,168,158,0.05952381,140,16,189,28,168,205,0.8333333333333334,0.07804878,0.9219512195121952,0.1666666666666666,329,44,0.8820375335120644,0.7552845528455285,2.363976027519819,7.2,5.324210259921358,-1,-4.62,83.32000000000004,-2.88,-6.12,-4.2775,11.2,-1.59,-1.4,32.75,5,0,1,0,2.2973627914374943,5.117647058823529,6.206,2.2777777777777777,3.059,4.879,5.388888888888889,3.888888888888889,4.444444444444445,2.6,4.444444444444445,4.412,4.818181818181818,5.6875,1.107688824,0.831315124,3.7777777777777777,3.2777777777777777,2.805555556,9.052908859,0.121498437,0,0,3.565217391304348,4.148148148148148,0.1256684,0.555402357,0,0.11478288
Where a kid can be a kid,Chuck E. Cheese's,76,176,100,0.4318181818181818,159,30,169,17,176,199,0.9034090909090908,0.1507537688442211,0.8492462311557789,0.096590909,328,47,0.8746666666666667,0.7526553220648698,2.313786827556891,7.6,6.488367885801457,-0.714285714,5.818571428571428,115.13000000000002,1.0599999999999987,5.114285714285712,-3.98,26.2,-1.06,-1.128571429,61,7,0,0,0,2.1081333439074994,5.105263157894737,,3.055555555555556,,,4.722222222222222,5.368421052631579,3.947368421052632,2.871428571428571,5.7368421052631575,,5.583333333333333,6.157894736842105,1.039569295,0.787776411,4.631578947368421,2.736842105263158,2.78125,5.815952244,0.087675818,0,0,3,2.7142857142857144,0.115959378,0.517475921,0,0.124092648
